"sample","detailed_category","primary disease or tissue","_primary_site","_sample_type","_gender","_study","cancer","sample.type.cancer.info","Grade","Stage","TNM.Metastasis","TNM.Node","TNM.Tumor","Cancer.Type.Detailed","Subtype"
"TCGA-A8-A08F-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-A8-A08G-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A8-A08H-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_Normal"
"TCGA-A8-A08I-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A8-A08J-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IV","M1","N3","T4B","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-A8-A08L-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T3","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-A8-A08O-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IV","M1","N3A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A8-A08P-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A8-A08R-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-A8-A08S-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-A8-A08T-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IV","M1","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A8-A08X-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","M0","N3A","T4D","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-A8-A08Z-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIB","M0","N3A","T4B","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A8-A090-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A8-A091-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A8-A092-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A8-A093-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A8-A094-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-A8-A095-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A8-A096-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A8-A097-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A8-A099-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE X","MX","N3A","T4B","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A8-A09A-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE X","M0","NX","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A8-A09B-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIB","M0","N1A","T4B","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A8-A09C-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE X","MX","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A8-A09D-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A8-A09E-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-A8-A09G-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","M0","N3A","T3","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-A8-A09I-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A8-A09K-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-A8-A09M-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","M0","N3A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A8-A09N-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","M0","N3A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A8-A09Q-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIB","M0","N2A","T4B","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A8-A09R-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-A8-A09T-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE X","MX","N0","T1C","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A8-A09V-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A8-A09W-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIB","M0","N3","T2","Breast Invasive Lobular Carcinoma","BRCA_LumB"
"TCGA-A8-A09X-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","M0","N3A","T2","Breast Invasive Lobular Carcinoma","BRCA_Her2"
"TCGA-A8-A09Z-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N0","T3","Breast Invasive Lobular Carcinoma","BRCA_LumB"
"TCGA-A8-A0A1-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A8-A0A2-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A8-A0A4-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A8-A0A6-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","M0","N3A","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A8-A0A7-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Lobular Carcinoma","BRCA_Her2"
"TCGA-A8-A0A9-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-A8-A0AB-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-A8-A0AD-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE I","M0","N0","T1C","Breast Invasive Carcinoma (NOS)","BRCA_LumA"
"TCGA-AC-A23C-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-AC-A23E-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-AC-A23G-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","MX","N1","T1C","Breast Invasive Lobular Carcinoma",NA
"TCGA-AC-A23H-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","NX","T2","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-AC-A23H-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-AC-A2B8-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N0 (I-)","T3","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A2BK-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","MX","N2A","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-AC-A2BM-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-AC-A2FB-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","MX","N0","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A2FB-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-AC-A2FE-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","MX","N3A","T3","Breast Invasive Lobular Carcinoma",NA
"TCGA-AC-A2FF-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A2FF-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-AC-A2FG-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1A","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A2FK-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","M0","N3A","T2","Breast Invasive Lobular Carcinoma","BRCA_Normal"
"TCGA-AC-A2FM-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1MI","T2","Breast Invasive Lobular Carcinoma",NA
"TCGA-AC-A2FM-11","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Solid Tissue Normal","Female","TCGA","BRCA","Paracancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-AC-A2FO-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A2QH-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N0","T3","Metaplastic Breast Cancer","BRCA_Basal"
"TCGA-AC-A2QI-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","MX","N1A","T3","Breast Invasive Lobular Carcinoma",NA
"TCGA-AC-A2QJ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIB","M0","N0","T4B","Metaplastic Breast Cancer",NA
"TCGA-AC-A3BB-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","MX","N2A","T3","Breast Invasive Lobular Carcinoma",NA
"TCGA-AC-A3EH-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","M0","N3","T3","Breast Invasive Lobular Carcinoma",NA
"TCGA-AC-A3HN-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1A","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A3OD-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1MI","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A3QP-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1MI","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A3QQ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","MX","N0 (I-)","T1C","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A3TM-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N1MI","T3","Breast Invasive Lobular Carcinoma",NA
"TCGA-AC-A3TN-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N0","T3","Breast Invasive Lobular Carcinoma",NA
"TCGA-AC-A3W5-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","MX","N0","T2","Breast Invasive Lobular Carcinoma","BRCA_Her2"
"TCGA-AC-A3W6-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","MX","N1","T3","Breast Invasive Lobular Carcinoma",NA
"TCGA-AC-A3W7-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1A","T2","Breast Invasive Lobular Carcinoma",NA
"TCGA-AC-A3YI-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","MX","N3A","T1C","Breast Invasive Lobular Carcinoma","BRCA_Normal"
"TCGA-AC-A3YJ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","MX","N0 (I-)","T2","Breast Invasive Carcinoma (NOS)","BRCA_LumA"
"TCGA-AC-A4ZE-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N0","T3","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A5EH-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1MI","T2","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-AC-A5XS-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","MX","N0","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A5XU-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N0 (I-)","T3","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-AC-A62V-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Male","TCGA","BRCA","Cancer",NA,"STAGE IV","M1","N1A","T2","Breast Invasive Ductal Carcinoma",NA
"TCGA-AC-A62X-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","MX","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-AC-A62Y-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A6IV-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A6IW-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","MX","N0 (I-)","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-AC-A6IX-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIC","MX","N3A","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AC-A6IX-06","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Metastatic","Female","TCGA","BRCA","Cancer",NA,NA,NA,NA,NA,NA,NA
"TCGA-AC-A6NO-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-AC-A7VB-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","MX","N1A","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-AC-A7VC-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N0","T3","Metaplastic Breast Cancer","BRCA_Basal"
"TCGA-AC-A8OP-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","MX","N0 (I-)","T1C","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-AC-A8OQ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","MX","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-AC-A8OR-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IA","MX","N0 (I-)","T1C","Breast Invasive Mixed Mucinous Carcinoma","BRCA_LumA"
"TCGA-AC-A8OS-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","MX","N0 (I-)","T2","Breast Invasive Lobular Carcinoma","BRCA_LumA"
"TCGA-AN-A03X-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-AN-A03Y-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-AN-A041-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1A","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-AN-A046-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-AN-A049-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-AN-A04A-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIA","M0","N2","T2","Breast Invasive Ductal Carcinoma","BRCA_LumA"
"TCGA-AN-A04C-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_Her2"
"TCGA-AN-A04D-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N1","T2","Breast Invasive Ductal Carcinoma","BRCA_Basal"
"TCGA-AN-A0AJ-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIB","M0","N0","T3","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-AN-A0AK-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIA","M0","N0","T2","Breast Invasive Ductal Carcinoma","BRCA_LumB"
"TCGA-AN-A0AL-01","BREAST INVASIVE CARCINOMA","Breast Invasive Carcinoma","Breast","Primary Tumor","Female","TCGA","BRCA","Cancer",NA,"STAGE IIIB","M0","N0","T4","Breast Invasive Ductal Carcinoma","BRCA_Basal"
